question,correct,incorrect,__index_level_0__
Choose the correct verb form for the following sentence: The guy near the chair,has,have,504
Choose the correct verb form for the following sentence: The farmer near the cat,is,are,506
Choose the correct verb form for the following sentence: The men near the bikes,have,has,507
Choose the correct verb form for the following sentence: The man beside the desk,has,have,508
Choose the correct verb form for the following sentence: The girl behind the bike,does,do,510
Choose the correct verb form for the following sentence: The aunts near the tree,go,goes,511
Choose the correct verb form for the following sentence: The mother behind the tables,goes,go,512
Choose the correct verb form for the following sentence: The boys beside the car,do,does,514
Choose the correct verb form for the following sentence: The lawyer near the cats,is,are,515
Choose the correct verb form for the following sentence: The girl beside the desk,does,do,516
Choose the correct verb form for the following sentence: The singer behind the cars,does,do,517
Choose the correct verb form for the following sentence: The girl near the desk,has,have,518
Choose the correct verb form for the following sentence: The singers beside the trucks,are,is,519
Choose the correct verb form for the following sentence: The mothers near the desk,do,does,520
Choose the correct verb form for the following sentence: The athlete near the truck,is,are,521
Choose the correct verb form for the following sentence: The doctors near the tables,do,does,522
Choose the correct verb form for the following sentence: The teachers beside the dog,have,has,524
Choose the correct verb form for the following sentence: The lawyers behind the windows,go,goes,526
Choose the correct verb form for the following sentence: The carpenter behind the tables,is,are,528
Choose the correct verb form for the following sentence: The kids behind the window,are,is,530
Choose the correct verb form for the following sentence: The farmers beside the bikes,have,has,531
Choose the correct verb form for the following sentence: The singer near the truck,is,are,532
Choose the correct verb form for the following sentence: The aunt near the bike,does,do,534
Choose the correct verb form for the following sentence: The mothers behind the trucks,have,has,536
Choose the correct verb form for the following sentence: The doctors beside the trees,go,goes,537
Choose the correct verb form for the following sentence: The aunts beside the windows,go,goes,538
Choose the correct verb form for the following sentence: The farmer behind the desk,is,are,539
